text,emotion
I have mastered the data science project and I can apply it with ease! (502),Confident
I find the coding assignment dull and unmotivating because the pace is too slow for my level. (899),Bored
I understand the machine learning model well enough to teach it to someone else! (685),Confident
I really wish the exam review notes were more stimulating because the task feels too predictable. (896),Bored
I wish the engineering design task were more stimulating because the examples are too repetitive. (153),Bored
Nothing works in the quiz preparation and I feel exhausted by the errors. (255),Frustrated
I feel bored because the exam preparation. (228),Bored
The lesson on the data science project is so repetitive that I lose focus! (724),Bored
The approach for the online lab exercise now makes sense and I feel ready! (10),Confident
The explanation for the statistics homework is mixed up and I really cannot follow it. (671),Confused
I am interested in understanding the data science project in more depth! (118),Curious
I am fascinated by the programming challenge and I want to understand the reasoning. (287),Curious
I am eager to discover how the engineering design task works in practice. (1058),Curious
I do not understand this mathematics proof and I feel stuck! (1093),Confused
The concept of the online lab exercise seems unclear to me in this problem. (545),Confused
The concept of the online lab exercise seems unclear to me in this problem. (623),Confused
